customer_name,Mar_21,Apr_21,May_21,Jun_21,Jul_21,Aug_21,Sep_21,Oct_21,Nov_21,Dec_21,Jan_22,Feb_22,Mar_22,Apr_22,May_22,Jun_22,Jul_22,Aug_22,Sep_22,Oct_22,Nov_22,Dec_22,Jan_23,Feb_23,Mar_23,Apr_23,May_23,Jun_23,Jul_23,Aug_23,Sep_23,Oct_23,Nov_23,Dec_23,Jan_24,Feb_24,Mar_24,Apr_24,May_24,Jun_24,Jul_24,Aug_24,Sep_24,Oct_24,Feb_20,Mar_20,Apr_20,May_20,Jun_20,Jul_20,Aug_20,Sep_20,Oct_20,Nov_20,Dec_20,Jan_21,Feb_21,Nov_24,Dec_24,Jan_25,Feb_25,Dec_18,Jan_19,Feb_19,Mar_19,Apr_19,May_19,Jun_19,Jul_19,Aug_19,Sep_19,Oct_19,Nov_19,Dec_19,Jan_20,Jun_18,Jul_18,Aug_18,Sep_18,Oct_18,Nov_18,Mar_25,Apr_25,May_25,Jun_25,Jul_25,Aug_25,Sep_25,Oct_25,Nov_25,Dec_25,Jan_26,Feb_26,Mar_26,Apr_26,May_26,Jun_26,Jul_26,Aug_26,Sep_26,Oct_26,Nov_26,Dec_26,Jan_27,Feb_27,Mar_27,Apr_27,May_27,Jun_27,Jul_27,Aug_27,Sep_27,Oct_27,Nov_27,Dec_27,Jan_28,Feb_28,Mar_28,Apr_28,May_28,Jun_28,Jul_28,Aug_28,Sep_28,Oct_28,Nov_28,Dec_28,Jan_29,Feb_29,Mar_29,Apr_29,May_29,Jun_29,Jul_29,Aug_29,Sep_29,Oct_29,Nov_29,Dec_29,Jan_30,Feb_30
"""Bath Township (OH) Fire Department""",,,,,,,,,,,,,,,,,,,,,,,,,,,1198.0,1198.0,1198.0,1198.0,1198.0,1198.0,1198.0,1198.0,1198.0,1198.0,1198.0,1198.0,1198.0,1198.0,1198.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Battle Run (OH) Fire District""",259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,0.0,0.0,0.0,,,,,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,,,,,,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bayou Cane (LA) Fire Protection District""",,,,,,,,,,,,,,,,,,,,6690.000000000001,6690.000000000001,6690.000000000001,6690.000000000001,6690.000000000001,6690.000000000001,6690.000000000001,6690.000000000001,6690.000000000001,6690.000000000001,6690.000000000001,6690.000000000001,6690.000000000001,6690.000000000001,6690.000000000001,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Baytown (TX) Fire Department, City of""",,,,3774.6,3774.6,3774.6,3774.6,3774.6,3774.6,3774.6,3774.6,3774.6,3774.6,4431.599999999999,4431.599999999999,656.9999999999999,656.9999999999999,656.9999999999999,656.9999999999999,656.9999999999999,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Beachwood (OH) Fire & Rescue, City of""",838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,0.0,0.0,0.0,,,,,,,,,,,,,,,,838.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Beavercreek Township (OH) Fire Department""",4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4319.8,4319.8,4319.8,4319.8,4319.8,4319.8,4319.8,4319.8,4319.8,4319.8,4319.8,4319.8,4319.8,4319.8,4319.8,0.0,0.0,0.0,,,,,,,,,,,,,,4194.0,4194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bedford (OH) Fire Department""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bedford (OH) Fire Department, City of""",399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,0.0,0.0,0.0,,,,,,,,,,,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,,,,,,,,,,,,399.0,399.0,399.0,399.0,399.0,399.0,399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bedford (VA) Fire Department""",718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,0.0,0.0,0.0,,,,,,,,,,718.0,718.0,718.0,718.0,718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Beecher (IL) Fire Department""",718.0,1436.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,739.54,739.54,739.54,739.54,739.54,739.54,739.54,739.54,739.54,739.54,739.54,739.54,739.54,739.54,739.54,0.0,0.0,0.0,,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,,,,,,,,,,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Belgium Cold Springs (NY) Fire Department""",,,,,,,,,,,,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bellefonte (PA) Emergency Medical Services""",,,,,,,,,,,,,,,,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,549.0,565.47,565.47,565.47,565.47,565.47,565.47,565.47,565.47,565.47,565.47,565.47,565.47,565.47,565.47,565.47,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bellevue-Dayton (KY) Fire Department""",399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,0.0,0.0,0.0,,,,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,798.0,,,,,,,,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bellmawr (NJ) Fire Department""",798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,0.0,0.0,0.0,,,,,,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,,,,,,,,,,,,,,,,,798.0,798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Belmont (MA) Fire Department""",698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,0.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,0.0,0.0,,,,,,,,,,698.0,698.0,698.0,698.0,698.0,698.0,698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Belmont (SC) Fire Department""",,,,,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Belvidere (IL) Fire Dept""",,,,,,,,,,958.8,958.8,958.8,958.8,958.8,958.8,958.8,958.8,958.8,958.8,958.8,958.8,958.8,958.8,958.8,987.56,987.56,987.56,987.56,987.56,987.56,987.56,987.56,987.56,987.56,987.56,987.56,987.56,987.56,987.56,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Benicia (CA) Fire Department, City of""",518.0,518.0,518.0,518.0,518.0,518.0,518.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,1036.0,0.0,0.0,0.0,,,,,,,,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,,,,,1295.0,1295.0,1295.0,1295.0,1295.0,1295.0,1295.0,1295.0,1295.0,1295.0,518.0,518.0,518.0,518.0,,,,,1295.0,1295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bennett-Watkins (CO) Fire Rescue""",1742.9622093023256,1742.9622093023256,1742.9622093023256,1742.9622093023256,1742.9622093023256,1742.9622093023256,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,2152.17,2152.17,2152.17,2152.17,2152.17,2152.17,2850.17,2850.17,2850.17,2850.17,2850.17,2850.17,2443.0,2443.0,2443.0,2443.0,2443.0,2443.0,2443.0,2443.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1742.9622093023256,1742.9622093023256,1742.9622093023256,1742.9622093023256,1742.9622093023256,2443.0,0.0,0.0,0.0,,,,,,,,,,1396.0,1396.0,1396.0,1396.0,1396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bentonville (AR) Police Department""",,,,,,,,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Berkeley Hills (PA) Fire Company""",,,,,,,,,,,,,,,,,,,,,,,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Berryhill (OK) Fire Protection District""",,,,,,,,,,,,,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bethany (NY) Vol Fire Department (Genesee County)""",,,,,,,,,,,,,,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,431.98,431.98,431.98,431.98,431.98,431.98,431.98,431.98,431.98,431.98,431.98,431.98,431.98,431.98,431.98,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bethel (CT) Fire Department""",,,,,,,,,,,,,,,479.4,958.8,958.8,958.8,958.8,958.8,958.8,958.8,958.8,958.8,958.8,958.8,958.8,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bethel (PA) Fire Company""",399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,399.0,399.0,399.0,,,,,,,,,,,,,,,,,499.0,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bethel-Tate (OH) Fire Department""",698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,718.94,0.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,0.0,0.0,,,,,,,,,,698.0,698.0,698.0,698.0,698.0,698.0,698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bigfork (MT) Fire Department""",479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,0.0,0.0,0.0,,,,,,,,,,,,,,,479.4,479.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Blacksburg (VA) Fire Department""",,,,,,,,,,,,,,,,,,,,,,,,,,,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Blacksburg (VA) Volunteer Rescue Squad""",1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1078.41,1078.41,1078.41,1078.41,1078.41,1078.41,1078.41,1078.41,1078.41,1078.41,1078.41,1078.41,1078.41,1078.41,1078.41,0.0,0.0,0.0,,,,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,2094.0,,,,,,,,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Blackwater (CA) Public Safety""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Blackwater Public Safety""",,,,,,,,,,,,,,,,,,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bloomington (IL) Fire Department""",,,,,,,,,,,,,,,,,,6759.0,6759.0,6759.0,6759.0,6759.0,7247.954646017699,7247.954646017699,7247.954646017699,7247.954646017699,7247.954646017699,7247.954646017699,7247.954646017699,7278.0,7278.0,7278.0,7278.0,7278.0,7278.0,7278.0,7278.0,7278.0,7278.0,7278.0,7278.0,7278.0,7278.0,7278.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bloomington (IN) Fire Department""",,,,,,,,,,,,,,,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4194.0,4478.88611898017,4478.88611898017,4478.88611898017,4478.88611898017,4478.88611898017,4478.88611898017,4478.88611898017,4478.88611898017,4478.88611898017,4478.88611898017,4478.88611898017,4478.88611898017,4478.88611898017,4478.88611898017,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bloomington (IN) Police Department""",,,,,,,,,,,,,,,,,,,,,,,,,,,,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,749.0000000000001,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bloomington (MN) Fire Department""",,,,,,,,,,,,,,,,,,,,,,,4074.0,4074.0,4074.0,4074.0,4074.0,4074.0,4074.0,4074.0,4074.0,4074.0,4074.0,4074.0,4074.0,4074.0,4074.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Blue Ridge (NC) Fire & Rescue""",,,,,,,,,,,,,,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1258.2,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,1295.94,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bon Air (PA) Fire Company""",359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,359.4,370.18,370.18,370.18,370.18,370.18,370.18,370.18,370.18,370.18,370.18,370.18,370.18,370.18,370.18,370.18,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bonita Springs (FL) Fire Control and Rescue District""",,,,,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,3355.2,,,,,,,,,,,,,,3355.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Bonner Springs (KS) Fire-EMS""",,,,,,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,,,,,,,,,,,,,,479.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Boone County (KY) Fire""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4032.0000000000005,4032.0000000000005,0.0,0.0,0.0,,,,,,,,,,,,,,4032.0000000000005,4032.0000000000005,4032.0000000000005,4032.0000000000005,4032.0000000000005,4032.0000000000005,4032.0000000000005,4032.0000000000005,4032.0000000000005,4032.0000000000005,4032.0000000000005,4032.0000000000005,4032.0000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Boonsboro (VA) Fire & Rescue""",419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,419.4,431.98,431.98,431.98,431.98,431.98,431.98,431.98,431.98,431.98,431.98,431.98,431.98,431.98,431.98,431.98,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Boonton (NJ) Fire Department""",,,,,,,,,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,1066.0236768802229,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Borough of Northvale (NJ) Fire Department""",,,,,,,,,,,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,0.0,0.0,0.0,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,493.78,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
